# Program:featureCounts v2.0.2; Command:"featureCounts" "-a" "reference/GCF_000013465.1_ASM1346v1_genomic.gff" "-o" "counts/gene_counts.txt" "-t" "gene" "-g" "locus_tag" "-p" "-T" "4" "alignments/C1.sorted.bam" "alignments/C2.sorted.bam" "alignments/C3.sorted.bam" "alignments/E1.sorted.bam" "alignments/E2.sorted.bam" "alignments/E3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	alignments/C1.sorted.bam	alignments/C2.sorted.bam	alignments/C3.sorted.bam	alignments/E1.sorted.bam	alignments/E2.sorted.bam	alignments/E3.sorted.bam
SAUSA300_RS13180	NC_007793.1	2562176	2563585	+	1410	709	417	1741	904	892	857
SAUSA300_RS13185	NC_007793.1	2563723	2565801	+	2079	3356	1961	3473	664	477	596
SAUSA300_RS13195	NC_007793.1	2565941	2567770	-	1830	3188	1693	5356	744	533	521
SAUSA300_RS13205	NC_007793.1	2568002	2569498	+	1497	1120	678	1516	1109	1008	798
SAUSA300_RS13210	NC_007793.1	2569590	2570441	-	852	968	473	921	1639	1303	1598
SAUSA300_RS13220	NC_007793.1	2570763	2571698	-	936	2404	1308	2497	555	437	479
SAUSA300_RS13225	NC_007793.1	2571924	2573324	-	1401	6404	3502	6807	958	727	782
SAUSA300_RS13230	NC_007793.1	2573618	2574313	-	696	300	158	393	360	273	307
SAUSA300_RS13235	NC_007793.1	2574313	2575254	-	942	343	230	403	429	312	289
SAUSA300_RS13240	NC_007793.1	2575271	2575906	-	636	157	65	129	169	140	121
SAUSA300_RS13245	NC_007793.1	2575903	2577129	-	1227	214	140	202	204	160	143
SAUSA300_RS13250	NC_007793.1	2577456	2577575	-	120	7	4	6	29	2	8
SAUSA300_RS13255	NC_007793.1	2577655	2577795	-	141	15	6	10	3	1	1
SAUSA300_RS13260	NC_007793.1	2577799	2578398	-	600	773	431	1371	413	287	398
SAUSA300_RS13265	NC_007793.1	2578578	2580215	+	1638	1104	636	1651	266	179	230
SAUSA300_RS13270	NC_007793.1	2580823	2582175	+	1353	1672	963	2991	1880	2017	1664
SAUSA300_RS13275	NC_007793.1	2582237	2583424	-	1188	4159	2320	5156	315	276	176
SAUSA300_RS13280	NC_007793.1	2583820	2584596	-	777	491	349	700	891	868	690
SAUSA300_RS13285	NC_007793.1	2584589	2585251	-	663	406	227	645	316	247	221
SAUSA300_RS13290	NC_007793.1	2585499	2586575	-	1077	1756	969	2593	5882	5688	6698
SAUSA300_RS13295	NC_007793.1	2586930	2587196	-	267	591	420	906	403	343	345
SAUSA300_RS13300	NC_007793.1	2587196	2587453	-	258	750	533	986	487	430	409
SAUSA300_RS16035	NC_007793.1	2587559	2587753	-	195	16	5	18	10	11	6
SAUSA300_RS13310	NC_007793.1	2587812	2588267	+	456	1052	780	2156	483	558	376
SAUSA300_RS13315	NC_007793.1	2588435	2590012	-	1578	1370	755	1698	1259	898	876
SAUSA300_RS13320	NC_007793.1	2590207	2590956	+	750	670	386	703	95	58	56
SAUSA300_RS13325	NC_007793.1	2591180	2592373	-	1194	928	558	1146	1863	1942	2488
SAUSA300_RS13330	NC_007793.1	2592385	2593134	-	750	354	216	373	1179	1130	1401
SAUSA300_RS13335	NC_007793.1	2593127	2593942	-	816	396	231	298	1489	1275	1398
SAUSA300_RS13340	NC_007793.1	2593939	2594808	-	870	194	111	175	982	937	968
SAUSA300_RS13345	NC_007793.1	2594805	2595740	-	936	319	214	343	5901	5778	7096
SAUSA300_RS13350	NC_007793.1	2595753	2597351	-	1599	822	447	987	26059	22929	26776
SAUSA300_RS13355	NC_007793.1	2597494	2598795	-	1302	85	46	62	6150	4305	4824
SAUSA300_RS13360	NC_007793.1	2598788	2599606	-	819	51	39	93	9290	6749	8136
SAUSA300_RS13365	NC_007793.1	2599617	2600438	-	822	55	32	96	11873	8020	10322
SAUSA300_RS13370	NC_007793.1	2601305	2601670	-	366	147	69	159	521	591	553
SAUSA300_RS13380	NC_007793.1	2602984	2604522	+	1539	1592	999	2656	1301	1078	1308
SAUSA300_RS13385	NC_007793.1	2604634	2605056	-	423	609	365	843	3950	4127	3508
SAUSA300_RS13390	NC_007793.1	2605508	2605927	-	420	379	206	466	744	542	818
SAUSA300_RS13395	NC_007793.1	2605945	2606364	-	420	280	196	402	189	106	122
SAUSA300_RS13405	NC_007793.1	2606631	2607053	-	423	423	250	401	1024	929	1089
SAUSA300_RS13410	NC_007793.1	2607304	2607999	-	696	923	576	1125	2816	2185	2797
SAUSA300_RS13415	NC_007793.1	2608288	2608569	+	282	919	541	1908	971	655	950
SAUSA300_RS13420	NC_007793.1	2608505	2608690	+	186	287	242	926	152	102	210
SAUSA300_RS13425	NC_007793.1	2608829	2609020	-	192	2325	2296	13511	646	477	1645
SAUSA300_RS13430	NC_007793.1	2609581	2610375	-	795	385	262	446	398	233	414
SAUSA300_RS13435	NC_007793.1	2610911	2611198	-	288	224	122	180	106	79	142
SAUSA300_RS13440	NC_007793.1	2611201	2611527	-	327	302	163	252	171	99	109
SAUSA300_RS13460	NC_007793.1	2613744	2614520	-	777	570	316	439	355	255	278
SAUSA300_RS13465	NC_007793.1	2614823	2617684	-	2862	2613	1518	2488	1087	942	1023
SAUSA300_RS13470	NC_007793.1	2617686	2618078	-	393	355	230	348	144	111	89
SAUSA300_RS13475	NC_007793.1	2618195	2620003	+	1809	1406	821	1561	1200	831	1033
SAUSA300_RS13480	NC_007793.1	2620287	2620553	+	267	274	163	251	463	258	296
SAUSA300_RS13485	NC_007793.1	2620697	2621005	+	309	115	80	101	88	38	70
SAUSA300_RS13490	NC_007793.1	2621113	2621346	-	234	72	37	75	56	59	47
SAUSA300_RS13495	NC_007793.1	2621327	2622520	-	1194	360	252	391	384	292	285
SAUSA300_RS13510	NC_007793.1	2626556	2626912	-	357	189	133	268	81	46	54
SAUSA300_RS13515	NC_007793.1	2627241	2627984	+	744	38	21	34	24	0	3
SAUSA300_RS13520	NC_007793.1	2628195	2629061	-	867	1487	938	2297	340	275	339
SAUSA300_RS13525	NC_007793.1	2629241	2632063	-	2823	3905	1948	3710	1756	1215	1767
SAUSA300_RS13530	NC_007793.1	2632745	2635801	-	3057	1696	1014	1709	1629	1142	1329
SAUSA300_RS13535	NC_007793.1	2635785	2635886	-	102	0	0	0	1	1	1
SAUSA300_RS13545	NC_007793.1	2636270	2637628	-	1359	1241	586	2927	3446	3204	3608
SAUSA300_RS13550	NC_007793.1	2637745	2639298	-	1554	1855	1123	4702	1280	936	1110
SAUSA300_RS13555	NC_007793.1	2639322	2640002	-	681	1079	723	3685	560	394	480
SAUSA300_RS13560	NC_007793.1	2640156	2640920	-	765	1311	811	2353	1617	1280	1359
SAUSA300_RS13565	NC_007793.1	2641085	2641777	-	693	668	412	823	592	403	486
SAUSA300_RS13570	NC_007793.1	2642008	2642424	-	417	716	425	1119	1952	1803	2164
SAUSA300_RS13575	NC_007793.1	2642563	2644386	-	1824	1394	820	2087	2107	1776	2111
SAUSA300_RS13580	NC_007793.1	2644864	2646141	-	1278	6288	3602	14921	19946	21306	18700
SAUSA300_RS13585	NC_007793.1	2646688	2647299	+	612	821	491	1185	1798	1331	1473
SAUSA300_RS13590	NC_007793.1	2647308	2647406	-	99	0	0	0	0	0	0
SAUSA300_RS13595	NC_007793.1	2647396	2648559	-	1164	300	205	340	400	304	338
SAUSA300_RS13600	NC_007793.1	2648552	2649010	-	459	90	45	102	125	99	117
SAUSA300_RS13605	NC_007793.1	2649444	2650139	+	696	6441	3890	6680	3220	3121	2790
SAUSA300_RS13610	NC_007793.1	2650141	2650911	+	771	8178	5307	8760	4076	3673	3542
SAUSA300_RS13615	NC_007793.1	2651284	2653248	+	1965	689	347	1110	25951	22374	21702
SAUSA300_RS13625	NC_007793.1	2653592	2654671	+	1080	1404	849	2033	1843	1693	1859
SAUSA300_RS13630	NC_007793.1	2654776	2655369	-	594	241	199	369	8062	11134	13109
SAUSA300_RS13635	NC_007793.1	2655391	2656359	-	969	128	94	293	10674	12622	16974
SAUSA300_RS13640	NC_007793.1	2656437	2656871	-	435	151	144	422	8137	9415	12346
SAUSA300_RS13645	NC_007793.1	2657098	2657382	+	285	355	178	487	549	676	615
SAUSA300_RS13650	NC_007793.1	2657553	2658359	+	807	632	354	1041	35820	42446	48284
SAUSA300_RS13655	NC_007793.1	2658479	2659150	-	672	610	398	710	12550	12500	11887
SAUSA300_RS13660	NC_007793.1	2659420	2660412	+	993	5690	4116	12169	1360	865	2450
SAUSA300_RS13665	NC_007793.1	2660661	2661461	-	801	417	211	468	226	131	178
SAUSA300_RS13670	NC_007793.1	2661782	2662417	+	636	185	111	194	146	94	76
SAUSA300_RS13675	NC_007793.1	2662423	2663154	+	732	307	156	263	196	139	146
SAUSA300_RS13680	NC_007793.1	2663314	2663934	-	621	3147	1833	4708	4667	3825	5138
SAUSA300_RS13685	NC_007793.1	2664128	2664619	+	492	389	230	580	178	165	185
SAUSA300_RS13690	NC_007793.1	2665057	2665227	-	171	151	137	226	42	32	48
SAUSA300_RS13695	NC_007793.1	2665289	2665387	-	99	10	4	17	4	5	3
SAUSA300_RS13700	NC_007793.1	2665406	2666305	-	900	1664	786	1935	727	705	840
SAUSA300_RS13705	NC_007793.1	2666319	2666999	-	681	879	403	923	308	230	299
SAUSA300_RS13710	NC_007793.1	2667002	2668045	-	1044	1332	594	1441	271	249	241
SAUSA300_RS13715	NC_007793.1	2668596	2668799	+	204	103	107	162	143	118	102
SAUSA300_RS13720	NC_007793.1	2668982	2669917	+	936	1158	609	1290	849	615	577
SAUSA300_RS13725	NC_007793.1	2669999	2670967	-	969	1670	927	1657	10180	10263	10077
SAUSA300_RS13730	NC_007793.1	2671100	2671444	-	345	203	99	217	2611	2505	3077
SAUSA300_RS13735	NC_007793.1	2671486	2671896	-	411	183	105	223	2719	2397	3367
SAUSA300_RS13740	NC_007793.1	2672276	2674342	-	2067	13280	7670	27791	7939	6945	8049
SAUSA300_RS13745	NC_007793.1	2674643	2676382	-	1740	3114	1934	4093	23676	25107	24671
SAUSA300_RS13750	NC_007793.1	2676429	2677118	-	690	967	637	1396	6361	6131	5943
SAUSA300_RS13755	NC_007793.1	2677111	2677506	-	396	44	32	50	567	374	423
SAUSA300_RS13760	NC_007793.1	2677719	2678597	-	879	711	403	948	1394	915	1529
SAUSA300_RS13765	NC_007793.1	2678764	2678982	+	219	27845	19028	67608	37399	37955	43368
SAUSA300_RS13770	NC_007793.1	2679371	2679802	+	432	418	238	399	152	128	103
SAUSA300_RS13775	NC_007793.1	2680067	2680171	-	105	220	140	393	694	749	787
SAUSA300_RS15905	NC_007793.1	2680334	2680468	-	135	175	126	252	489	527	562
SAUSA300_RS13785	NC_007793.1	2680562	2680819	-	258	335	242	705	1238	1275	1245
SAUSA300_RS13790	NC_007793.1	2681398	2682675	-	1278	2898	1875	4919	2287	2034	2461
SAUSA300_RS13795	NC_007793.1	2682929	2684095	+	1167	9053	5722	13831	11195	9706	11259
SAUSA300_RS13800	NC_007793.1	2684265	2684786	-	522	1058	377	1027	1942	2009	2755
SAUSA300_RS13805	NC_007793.1	2685195	2687300	+	2106	818	460	889	7206	8632	6917
SAUSA300_RS13810	NC_007793.1	2687369	2687539	-	171	34	9	27	29	34	31
SAUSA300_RS13815	NC_007793.1	2687552	2689546	-	1995	139	97	214	390	240	411
SAUSA300_RS13820	NC_007793.1	2689558	2689785	-	228	7	4	17	95	28	123
SAUSA300_RS13825	NC_007793.1	2690001	2692490	-	2490	529	299	780	650	606	593
SAUSA300_RS13830	NC_007793.1	2692635	2693183	+	549	917	559	1153	615	604	606
SAUSA300_RS13835	NC_007793.1	2693260	2693427	-	168	71	49	124	347	398	310
SAUSA300_RS13840	NC_007793.1	2693539	2695083	-	1545	2434	1567	7661	54088	58820	53652
SAUSA300_RS13845	NC_007793.1	2695273	2695872	-	600	167	87	230	7299	6916	6919
SAUSA300_RS13850	NC_007793.1	2696111	2696302	+	192	156	135	277	197	186	255
SAUSA300_RS13855	NC_007793.1	2696542	2698950	+	2409	4014	2408	6392	127900	111572	144786
SAUSA300_RS13860	NC_007793.1	2699241	2699447	+	207	1326	901	2154	51769	50866	52188
SAUSA300_RS13865	NC_007793.1	2699537	2700535	-	999	1005	602	1197	1923	1450	1328
SAUSA300_RS13870	NC_007793.1	2700558	2701712	-	1155	964	548	1599	1148	1063	901
SAUSA300_RS13875	NC_007793.1	2702139	2703647	-	1509	705	321	535	1824	2145	1589
SAUSA300_RS13880	NC_007793.1	2703659	2704522	-	864	235	122	236	747	653	560
SAUSA300_RS13885	NC_007793.1	2704559	2705686	-	1128	328	175	289	1047	1072	750
SAUSA300_RS13890	NC_007793.1	2705692	2707185	-	1494	429	263	641	810	670	518
SAUSA300_RS13895	NC_007793.1	2707178	2707666	-	489	120	92	420	155	117	71
SAUSA300_RS13900	NC_007793.1	2707841	2708608	-	768	2453	1136	2313	90	109	117
SAUSA300_RS13905	NC_007793.1	2708969	2710780	-	1812	12422	6436	10839	956	712	768
SAUSA300_RS13910	NC_007793.1	2711291	2711779	-	489	1126	567	659	67	51	38
SAUSA300_RS13915	NC_007793.1	2712055	2712756	-	702	23218	12037	14879	1390	1086	754
SAUSA300_RS13920	NC_007793.1	2713364	2714419	-	1056	493	484	1283	606	491	475
SAUSA300_RS15630	NC_007793.1	2714546	2714644	-	99	13	11	45	7	9	12
SAUSA300_RS13930	NC_007793.1	2714829	2715398	+	570	205	88	292	844	689	615
SAUSA300_RS15635	NC_007793.1	2715596	2716096	+	501	163	117	341	94734	98957	101646
SAUSA300_RS13940	NC_007793.1	2716316	2716546	+	231	88	68	215	69321	74511	72006
SAUSA300_RS13945	NC_007793.1	2716696	2717073	-	378	196	133	223	1466	1620	1308
SAUSA300_RS13950	NC_007793.1	2717090	2717911	-	822	225	131	280	1892	2286	1759
SAUSA300_RS13955	NC_007793.1	2717931	2718230	-	300	65	54	97	537	743	472
SAUSA300_RS13960	NC_007793.1	2718361	2718918	+	558	130	63	96	1969	2471	1689
SAUSA300_RS13965	NC_007793.1	2718911	2719615	+	705	217	100	167	2761	3752	2626
SAUSA300_RS13970	NC_007793.1	2719713	2720723	+	1011	479	295	567	6691	8965	6768
SAUSA300_RS13975	NC_007793.1	2720743	2721573	+	831	770	416	757	12583	16378	12634
SAUSA300_RS13980	NC_007793.1	2721720	2722610	-	891	336	229	458	476	322	386
SAUSA300_RS13985	NC_007793.1	2722708	2724048	-	1341	249	167	385	368	195	233
SAUSA300_RS13990	NC_007793.1	2724042	2725148	-	1107	179	94	216	337	156	157
SAUSA300_RS13995	NC_007793.1	2725482	2725778	-	297	103	55	84	47	44	28
SAUSA300_RS14000	NC_007793.1	2725766	2726134	-	369	75	46	85	56	31	21
SAUSA300_RS14005	NC_007793.1	2726149	2726427	-	279	57	27	66	18	12	9
SAUSA300_RS14010	NC_007793.1	2726769	2727635	-	867	256	139	346	1100	1334	1008
SAUSA300_RS14015	NC_007793.1	2727853	2728917	+	1065	4420	2551	6062	353	232	200
SAUSA300_RS14020	NC_007793.1	2729072	2729347	+	276	1391	955	1760	539	547	641
SAUSA300_RS14025	NC_007793.1	2729533	2730255	-	723	1900	925	2392	322	214	228
SAUSA300_RS14030	NC_007793.1	2730609	2731058	+	450	2127	1356	4857	2859	2618	3796
SAUSA300_RS14035	NC_007793.1	2731139	2731726	-	588	534	320	695	354	261	332
SAUSA300_RS14040	NC_007793.1	2731704	2731802	-	99	14	8	21	0	6	5
SAUSA300_RS14045	NC_007793.1	2731859	2733541	+	1683	461	288	688	401	290	253
SAUSA300_RS14050	NC_007793.1	2733670	2734053	-	384	1019	663	1159	1091	816	955
SAUSA300_RS14055	NC_007793.1	2734055	2734906	-	852	1660	961	1839	1470	1090	1111
SAUSA300_RS14060	NC_007793.1	2734899	2735717	-	819	1312	708	1570	845	665	648
SAUSA300_RS14065	NC_007793.1	2735790	2736650	+	861	1859	1110	2312	408	304	310
SAUSA300_RS14070	NC_007793.1	2736736	2737440	-	705	1322	753	1600	455	478	403
SAUSA300_RS14075	NC_007793.1	2737718	2738677	-	960	1598	959	2029	4749	5066	4389
SAUSA300_RS14085	NC_007793.1	2739364	2740812	+	1449	5874	3724	13912	4141	3027	3258
SAUSA300_RS14090	NC_007793.1	2740893	2742230	-	1338	867	491	1798	1121	733	836
SAUSA300_RS14095	NC_007793.1	2742488	2742904	+	417	63	30	176	202	162	146
SAUSA300_RS14100	NC_007793.1	2743027	2743917	+	891	11017	6293	13445	71492	65087	81917
SAUSA300_RS14105	NC_007793.1	2744110	2745606	-	1497	81054	48468	113833	54470	48605	53355
SAUSA300_RS14110	NC_007793.1	2745902	2746231	+	330	554	411	801	398	345	364
SAUSA300_RS14115	NC_007793.1	2746291	2747889	-	1599	5188	2853	6555	15339	10638	12488
SAUSA300_RS14120	NC_007793.1	2748083	2748526	-	444	401	219	755	569	506	422
SAUSA300_RS14125	NC_007793.1	2748807	2749019	-	213	625	358	1015	326	309	320
SAUSA300_RS14130	NC_007793.1	2749297	2751006	-	1710	10139	4837	8733	170	92	134
SAUSA300_RS14135	NC_007793.1	2751267	2752757	-	1491	12529	5334	9352	234	123	159
SAUSA300_RS14140	NC_007793.1	2752826	2752921	+	96	61	22	56	7	0	1
SAUSA300_RS14145	NC_007793.1	2753010	2753573	+	564	3792	2001	4760	137	75	100
SAUSA300_RS14150	NC_007793.1	2753761	2754447	-	687	1658	911	1794	251	138	158
SAUSA300_RS14155	NC_007793.1	2754711	2756333	-	1623	8415	4362	10322	482	330	350
SAUSA300_RS14160	NC_007793.1	2756465	2756626	+	162	4	5	3	18	0	2
SAUSA300_RS14165	NC_007793.1	2756642	2756752	-	111	4	2	1	1	0	0
SAUSA300_RS14170	NC_007793.1	2756852	2757388	-	537	260	168	285	150	83	97
SAUSA300_RS14175	NC_007793.1	2757385	2759235	-	1851	835	410	615	231	130	191
SAUSA300_RS14180	NC_007793.1	2759482	2760852	-	1371	464	187	334	121	58	22
SAUSA300_RS14185	NC_007793.1	2761174	2761269	-	96	219	149	177	296	330	293
SAUSA300_RS14190	NC_007793.1	2761345	2761950	-	606	841	433	793	1238	1025	1027
SAUSA300_RS14195	NC_007793.1	2762013	2763893	-	1881	977	482	1029	1148	993	840
SAUSA300_RS14200	NC_007793.1	2764088	2764180	+	93	13	4	13	6	0	2
SAUSA300_RS14205	NC_007793.1	2764288	2764785	-	498	218	127	218	507	443	406
SAUSA300_RS14210	NC_007793.1	2764795	2765055	-	261	111	70	133	216	170	157
SAUSA300_RS14215	NC_007793.1	2765437	2765550	-	114	9	8	15	35	18	15
SAUSA300_RS14225	NC_007793.1	2766209	2768209	-	2001	856	484	1112	508	350	390
SAUSA300_RS14230	NC_007793.1	2768206	2768961	-	756	243	164	332	117	101	79
SAUSA300_RS14235	NC_007793.1	2769069	2769956	-	888	1301	743	1674	1192	892	1201
SAUSA300_RS14240	NC_007793.1	2769967	2770632	-	666	1022	617	1400	997	704	894
SAUSA300_RS14245	NC_007793.1	2770658	2770858	-	201	396	236	560	354	255	334
SAUSA300_RS14255	NC_007793.1	2771056	2772480	+	1425	160	104	198	45	16	19
SAUSA300_RS16135	NC_007793.1	2772540	2772641	-	102	3247	2452	4965	3807	4023	4546
SAUSA300_RS14260	NC_007793.1	2772763	2773218	-	456	1378	746	1719	746	556	449
SAUSA300_RS14265	NC_007793.1	2773463	2774224	-	762	1090	710	1735	420	383	358
SAUSA300_RS14270	NC_007793.1	2774340	2777039	-	2700	146964	80370	251965	7648	5361	6858
SAUSA300_RS14275	NC_007793.1	2777389	2778093	-	705	1594	905	2355	683	939	757
SAUSA300_RS14280	NC_007793.1	2778192	2779133	-	942	1809	825	2574	761	973	744
SAUSA300_RS14285	NC_007793.1	2779150	2780580	-	1431	401	236	494	713	879	602
SAUSA300_RS14290	NC_007793.1	2780671	2781681	-	1011	264	119	263	419	588	275
SAUSA300_RS14295	NC_007793.1	2781714	2782949	-	1236	267	87	292	217	214	201
SAUSA300_RS14300	NC_007793.1	2783126	2783293	-	168	5	4	2	13	0	0
SAUSA300_RS14305	NC_007793.1	2783296	2783745	-	450	35	26	68	49	20	7
SAUSA300_RS14310	NC_007793.1	2784112	2785641	-	1530	417	190	562	286	260	216
SAUSA300_RS14315	NC_007793.1	2786065	2786592	-	528	1656	1091	3500	8477	9031	10433
SAUSA300_RS14320	NC_007793.1	2786850	2787308	+	459	185	149	389	167	81	65
SAUSA300_RS14325	NC_007793.1	2787548	2789422	+	1875	669	467	1093	294	277	204
SAUSA300_RS14330	NC_007793.1	2789499	2791451	+	1953	1522	890	2860	808	610	652
SAUSA300_RS14335	NC_007793.1	2791465	2792403	+	939	1324	807	1668	657	504	529
SAUSA300_RS14340	NC_007793.1	2792515	2795496	-	2982	9480	5810	11003	1929	1463	1671
SAUSA300_RS14345	NC_007793.1	2795707	2797566	+	1860	4171	2733	5551	4359	3642	3580
SAUSA300_RS14350	NC_007793.1	2797833	2798393	-	561	1397	869	2274	2726	2400	2533
SAUSA300_RS14355	NC_007793.1	2798561	2800468	-	1908	1490	766	2090	1192	802	1171
SAUSA300_RS14360	NC_007793.1	2800710	2802068	-	1359	2340	1226	2783	2305	2378	2290
SAUSA300_RS14365	NC_007793.1	2802061	2803569	-	1509	2528	1191	2912	2446	2657	2312
SAUSA300_RS14370	NC_007793.1	2803587	2805977	-	2391	2376	1045	2746	2465	2570	2224
SAUSA300_RS14375	NC_007793.1	2805967	2806926	-	960	124	55	126	92	84	74
SAUSA300_RS14380	NC_007793.1	2806904	2808472	-	1569	200	85	185	172	104	109
SAUSA300_RS14385	NC_007793.1	2808462	2810015	-	1554	170	68	169	127	67	36
SAUSA300_RS14390	NC_007793.1	2810026	2811237	-	1212	133	65	167	62	35	20
SAUSA300_RS14395	NC_007793.1	2811367	2818182	-	6816	6817	3875	12257	3638	3281	3328
SAUSA300_RS14400	NC_007793.1	2818727	2819419	-	693	402	227	630	312	290	273
SAUSA300_RS14410	NC_007793.1	2820100	2820402	+	303	266	158	282	104	81	76
SAUSA300_RS14415	NC_007793.1	2820556	2820915	+	360	671	372	1304	916	863	873
SAUSA300_RS14420	NC_007793.1	2821000	2821611	-	612	281	174	399	224	118	165
SAUSA300_RS14425	NC_007793.1	2821690	2822166	-	477	131	77	113	60	19	17
SAUSA300_RS14430	NC_007793.1	2822169	2822669	-	501	97	50	137	80	33	22
SAUSA300_RS14435	NC_007793.1	2822904	2823671	-	768	224	120	284	76	46	33
SAUSA300_RS14440	NC_007793.1	2823668	2824360	-	693	153	88	174	75	18	24
SAUSA300_RS14445	NC_007793.1	2824377	2825039	-	663	113	39	68	25	12	11
SAUSA300_RS14450	NC_007793.1	2825887	2826447	-	561	3467	2048	3317	4563	3696	3992
SAUSA300_RS14455	NC_007793.1	2826611	2827849	+	1239	92	30	57	106	46	71
SAUSA300_RS14460	NC_007793.1	2827813	2828118	+	306	26	6	26	11	10	4
SAUSA300_RS14465	NC_007793.1	2828115	2828987	+	873	146	85	201	88	36	31
SAUSA300_RS14470	NC_007793.1	2828974	2830026	+	1053	235	122	282	175	105	115
SAUSA300_RS14475	NC_007793.1	2830473	2832515	-	2043	812	604	2162	2540	2262	2938
SAUSA300_RS15665	NC_007793.1	2833236	2833415	-	180	170	126	310	250	265	318
SAUSA300_RS14495	NC_007793.1	2834992	2835696	-	705	194	136	180	285	275	207
SAUSA300_RS14500	NC_007793.1	2835689	2836267	-	579	81	68	114	93	128	158
SAUSA300_RS14505	NC_007793.1	2836264	2836842	-	579	108	43	134	122	158	180
SAUSA300_RS14510	NC_007793.1	2836811	2837824	-	1014	233	139	234	316	369	466
SAUSA300_RS14515	NC_007793.1	2837840	2839090	-	1251	404	269	406	463	405	530
SAUSA300_RS14520	NC_007793.1	2839083	2839697	-	615	157	155	212	175	116	182
SAUSA300_RS14525	NC_007793.1	2839715	2840533	-	819	441	279	517	367	245	281
SAUSA300_RS14530	NC_007793.1	2840838	2841962	-	1125	1988	1182	2247	983	751	797
SAUSA300_RS14535	NC_007793.1	2842080	2842577	-	498	165	130	152	430	395	266
SAUSA300_RS14540	NC_007793.1	2842624	2843457	-	834	261	160	279	808	836	797
SAUSA300_RS14545	NC_007793.1	2843454	2845166	-	1713	575	375	733	2823	2791	2573
SAUSA300_RS14550	NC_007793.1	2845219	2845773	-	555	180	103	155	960	1026	949
SAUSA300_RS14555	NC_007793.1	2845802	2846650	-	849	147	103	208	984	1102	983
SAUSA300_RS14560	NC_007793.1	2847030	2847545	+	516	1543	984	2411	182377	218474	247284
SAUSA300_RS14565	NC_007793.1	2847694	2848665	-	972	284	197	473	1316	1319	1176
SAUSA300_RS14570	NC_007793.1	2848909	2849865	+	957	1205	684	1426	1175	901	1200
SAUSA300_RS14575	NC_007793.1	2850017	2850655	+	639	232	105	358	112	94	57
SAUSA300_RS14580	NC_007793.1	2850774	2851541	-	768	579	287	657	640	604	579
SAUSA300_RS14585	NC_007793.1	2851531	2851869	-	339	241	99	211	186	211	182
SAUSA300_RS14590	NC_007793.1	2852036	2852500	+	465	256	155	547	865	773	681
SAUSA300_RS14595	NC_007793.1	2852738	2854156	+	1419	2448	1579	4633	1586	1379	1423
SAUSA300_RS14600	NC_007793.1	2854569	2855477	-	909	922	467	1299	764	481	538
SAUSA300_RS14605	NC_007793.1	2855702	2856277	+	576	96	71	135	122	86	114
SAUSA300_RS14610	NC_007793.1	2856442	2857458	+	1017	402	246	499	461	456	422
SAUSA300_RS14615	NC_007793.1	2857701	2858495	+	795	244	128	307	906	970	756
SAUSA300_RS14620	NC_007793.1	2858629	2859141	-	513	574	345	1081	1167	1292	962
SAUSA300_RS14625	NC_007793.1	2859424	2860182	+	759	119	67	154	68	56	28
SAUSA300_RS14630	NC_007793.1	2860172	2862052	+	1881	246	141	306	151	158	120
SAUSA300_RS14635	NC_007793.1	2862145	2862336	+	192	52	25	67	30	16	14
SAUSA300_RS14645	NC_007793.1	2862944	2863441	-	498	347	188	491	101	51	82
SAUSA300_RS14650	NC_007793.1	2863899	2864090	+	192	123	70	186	50	26	21
SAUSA300_RS14655	NC_007793.1	2864483	2864683	+	201	165912	95031	437626	36726	23335	50335
SAUSA300_RS14660	NC_007793.1	2864810	2865379	-	570	355	212	382	145	104	106
SAUSA300_RS14665	NC_007793.1	2865639	2866034	-	396	146	48	143	64	10	18
SAUSA300_RS14670	NC_007793.1	2866102	2866455	-	354	65	28	71	43	12	9
SAUSA300_RS14675	NC_007793.1	2866908	2867747	-	840	4583	2510	5307	4061	4309	4342
SAUSA300_RS14680	NC_007793.1	2867790	2868509	-	720	3342	1717	3587	2495	2420	2601
SAUSA300_RS14685	NC_007793.1	2868509	2870386	-	1878	7404	3674	7265	5020	5144	5209
SAUSA300_RS14690	NC_007793.1	2870453	2871832	-	1380	4361	2041	4131	2642	2378	2762
SAUSA300_RS14695	NC_007793.1	2871971	2872324	-	354	900	434	838	403	256	292
SAUSA300_RS14700	NC_007793.1	2872445	2872582	-	138	22700	14252	43535	4111	3711	4147
SAUSA300_RS14705	NC_007790.1	1	996	+	996	14823	8211	15160	9724	9261	9007
SAUSA300_RS14710	NC_007790.1	1579	1767	+	189	1500	953	1394	645	562	497
SAUSA300_RS14715	NC_007790.1	2093	2674	-	582	14970	8637	14210	4244	5347	4136
SAUSA300_RS14725	NC_007791.1	36	1415	+	1380	29	15	120	239	110	263
SAUSA300_RS14730	NC_007791.1	1601	2842	+	1242	1	0	8	16	14	32
SAUSA300_RS14735	NC_007791.1	3369	4313	+	945	2	2	1	13	1	29
SAUSA300_RS14740	NC_007792.1	101	1060	+	960	0	0	0	0	0	0
SAUSA300_RS14745	NC_007792.1	1179	1853	+	675	7059	4001	9600	3763	3653	3808
SAUSA300_RS14750	NC_007792.1	2162	5236	+	3075	0	0	0	0	0	0
